"month","day","min_rain","max_rain","perc10","perc25","perc75","perc90","median_rain","year","date","basin","avg_mm_rainfall","name"
7,4,92.7213727756154,731.373799087087,124.351724333904,210.049127564522,436.069376016165,571.52804675437,352.700332799828,2023,2023-07-04,"Sabinal",374.517198777574,"Median"
7,5,92.7213727756154,731.373799087087,126.395883482601,219.784069194859,436.072360727654,571.52804675437,361.705359828906,2023,2023-07-05,"Sabinal",374.517198777574,"Median"
7,6,92.7213727756154,731.423598312359,127.176537472332,231.614025998032,436.076984019027,571.52804675437,361.87381898379,2023,2023-07-06,"Sabinal",375.253562293985,"Median"
7,7,92.7213727756154,731.423598312359,127.176537472332,236.618091041435,438.576335873065,571.52804675437,361.87381898379,2023,2023-07-07,"Sabinal",375.732169783082,"Median"
7,8,92.7213727756154,734.528124910992,128.499945194399,247.24899829952,453.383662633659,571.52804675437,362.014376207142,2023,2023-07-08,"Sabinal",375.732169783082,"Median"
7,9,92.7213727756154,734.528124910992,128.505787722663,278.515703988889,463.469987958826,571.52804675437,364.581363319093,2023,2023-07-09,"Sabinal",375.732169783082,"Median"
7,10,92.7672237483388,734.528124910992,128.513502753557,278.515703988889,463.929724789037,571.53595089607,367.715620061053,2023,2023-07-10,"Sabinal",375.732169783082,"Median"
7,11,94.4342897682655,734.528124910992,128.513502753557,278.515703988889,463.929724789037,571.53595089607,375.732169783082,2023,2023-07-11,"Sabinal",375.732169783082,"Median"
7,12,94.4342897682655,734.528124910992,128.513502753557,278.515703988889,463.929724789037,571.53595089607,375.732169783082,2023,2023-07-12,"Sabinal",375.732169783082,"Median"
7,13,94.4342897682655,734.528124910992,128.513502753557,278.521034004151,463.929724789037,571.53595089607,375.732169783082,2023,2023-07-13,"Sabinal",375.732169783082,"Median"
7,14,94.4342897682655,734.528124910992,128.513502753557,281.027511397468,463.929724789037,571.53595089607,375.732169783082,2023,2023-07-14,"Sabinal",375.732169783082,"Median"
7,15,94.4342897682655,743.129819098975,128.513502753557,281.027511397468,463.929724789037,571.53595089607,375.732169783082,2023,2023-07-15,"Sabinal",375.732169783082,"Median"
7,16,94.4342897682655,745.14124262595,128.513502753557,281.027511397468,463.929724789037,571.53595089607,375.732169783082,2023,2023-07-16,"Sabinal",375.732169783082,"Median"
7,17,94.4342897682655,747.431973262798,128.513502753557,281.027511397468,463.929724789037,571.53595089607,378.878811645073,2023,2023-07-17,"Sabinal",375.732169783082,"Median"
7,18,94.4342897682655,747.453318527067,128.513502753557,281.027511397468,463.931052220453,571.53595089607,382.945691284778,2023,2023-07-18,"Sabinal",375.732169783082,"Median"
7,19,100.460227217384,747.463315979578,128.513502753557,281.027511397468,463.932242131863,571.53595089607,382.945691284778,2023,2023-07-19,"Sabinal",375.732169783082,"Median"
