month,day,year,daily_cum_cubic_m_across_basin,basin_area,avg_mm_rainfall
5,14,2011,126859019.57611,1422409674,89.18599324438368
5,15,2011,126859019.57611,1422409674,89.18599324438368
5,16,2011,126859019.57611,1422409674,89.18599324438368
5,17,2011,126859019.57611,1422409674,89.18599324438368
5,18,2011,126859019.57611,1422409674,89.18599324438368
5,19,2011,126859019.57611,1422409674,89.18599324438368
5,20,2011,126952640.41719,1422409674,89.25181172325885
5,21,2011,135543703.1246,1422409674,95.29160663216918
5,22,2011,135543703.1246,1422409674,95.29160663216918
5,23,2011,135543703.1246,1422409674,95.29160663216918
5,24,2011,135543703.1246,1422409674,95.29160663216918
5,25,2011,135543703.1246,1422409674,95.29160663216918
5,26,2011,135543703.1246,1422409674,95.29160663216918
5,27,2011,135543703.1246,1422409674,95.29160663216918
5,28,2011,135543703.1246,1422409674,95.29160663216918
5,29,2011,135543703.1246,1422409674,95.29160663216918
5,30,2011,135591638.56171,1422409674,95.32530679463729
5,31,2011,135591638.56171,1422409674,95.32530679463729
6,1,2011,135591638.56171,1422409674,95.32530679463729
6,2,2011,135591638.56171,1422409674,95.32530679463729
6,3,2011,135591638.56171,1422409674,95.32530679463729
6,4,2011,135591638.56171,1422409674,95.32530679463729
6,5,2011,135591638.56171,1422409674,95.32530679463729
6,6,2011,135672369.84701002,1422409674,95.38206349896494
6,7,2011,135687939.64926,1422409674,95.39300957345712
6,8,2011,135687939.64926,1422409674,95.39300957345712
6,9,2011,135704225.76721,1422409674,95.40445924105126
6,10,2011,135704225.76721,1422409674,95.40445924105126
6,11,2011,135704225.76721,1422409674,95.40445924105126
6,12,2011,135704225.76721,1422409674,95.40445924105126
6,13,2011,135704225.76721,1422409674,95.40445924105126
6,14,2011,135704225.76721,1422409674,95.40445924105126
6,15,2011,135704225.76721,1422409674,95.40445924105126
6,16,2011,135704225.76721,1422409674,95.40445924105126
6,17,2011,135704225.76721,1422409674,95.40445924105126
6,18,2011,135704225.76721,1422409674,95.40445924105126
6,19,2011,135704225.76721,1422409674,95.40445924105126
6,20,2011,135704225.76721,1422409674,95.40445924105126
6,21,2011,135704225.76721,1422409674,95.40445924105126
6,22,2011,186996498.05279002,1422409674,131.46458539397563
6,23,2011,186996498.05279002,1422409674,131.46458539397563
6,24,2011,187000182.15954,1422409674,131.46717544016084
6,25,2011,187000182.15954,1422409674,131.46717544016084
6,26,2011,187000182.15954,1422409674,131.46717544016084
6,27,2011,187000182.15954,1422409674,131.46717544016084
6,28,2011,187000182.15954,1422409674,131.46717544016084
6,29,2011,187000182.15954,1422409674,131.46717544016084
6,30,2011,187000182.15954,1422409674,131.46717544016084
7,1,2011,187110698.45235002,1422409674,131.54487196798271
7,2,2011,187250121.07682002,1422409674,131.64289058176075
7,3,2011,187294798.54788,1422409674,131.67430028873665
7,4,2011,187294798.54788,1422409674,131.67430028873665
7,5,2011,187294798.54788,1422409674,131.67430028873665
7,6,2011,187294798.54788,1422409674,131.67430028873665
7,7,2011,187294798.54788,1422409674,131.67430028873665
7,8,2011,187294798.54788,1422409674,131.67430028873665
7,9,2011,187294798.54788,1422409674,131.67430028873665
7,10,2011,190347712.53814,1422409674,133.82059755179927
7,11,2011,190349440.08712,1422409674,133.82181207459925
7,12,2011,190415433.81207,1422409674,133.86820779740424
7,13,2011,190415433.81207,1422409674,133.86820779740424
7,14,2011,190415433.81207,1422409674,133.86820779740424
7,15,2011,190420068.22038,1422409674,133.8714659363179
7,16,2011,190420068.22038,1422409674,133.8714659363179
7,17,2011,190420068.22038,1422409674,133.8714659363179
7,18,2011,190721857.11216,1422409674,134.08363328676293
7,19,2011,201674244.03056002,1422409674,141.78351547864963
7,20,2011,202746564.62397,1422409674,142.5373915334957
7,21,2011,202746564.62397,1422409674,142.5373915334957
7,22,2011,202746564.62397,1422409674,142.5373915334957
7,23,2011,202746564.62397,1422409674,142.5373915334957
7,24,2011,202746564.62397,1422409674,142.5373915334957
7,25,2011,202746564.62397,1422409674,142.5373915334957
7,26,2011,202746564.62397,1422409674,142.5373915334957
7,27,2011,202746564.62397,1422409674,142.5373915334957
7,28,2011,202746564.62397,1422409674,142.5373915334957
7,29,2011,203388549.06646,1422409674,142.98872735764311
7,30,2011,203388582.70916,1422409674,142.98875100954916
7,31,2011,203419916.34382,1422409674,143.01077956801072
8,1,2011,203419916.34382,1422409674,143.01077956801072
8,2,2011,203419916.34382,1422409674,143.01077956801072
8,3,2011,203420595.07265002,1422409674,143.0112567363276
8,4,2011,203420595.07265002,1422409674,143.0112567363276
8,5,2011,203426786.81307,1422409674,143.01560973007696
8,6,2011,203426786.81307,1422409674,143.01560973007696
8,7,2011,203426786.81307,1422409674,143.01560973007696
8,8,2011,203426786.81307,1422409674,143.01560973007696
8,9,2011,203426786.81307,1422409674,143.01560973007696
8,10,2011,203426786.81307,1422409674,143.01560973007696
8,11,2011,203426786.81307,1422409674,143.01560973007696
8,12,2011,203426786.81307,1422409674,143.01560973007696
8,13,2011,203426786.81307,1422409674,143.01560973007696
8,14,2011,203441012.23274,1422409674,143.02561066013956
8,15,2011,203441012.23274,1422409674,143.02561066013956
8,16,2011,203441012.23274,1422409674,143.02561066013956
8,17,2011,203441012.23274,1422409674,143.02561066013956
8,18,2011,203441012.23274,1422409674,143.02561066013956
8,19,2011,203441012.23274,1422409674,143.02561066013956
8,20,2011,203441012.23274,1422409674,143.02561066013956
8,21,2011,203442670.60749,1422409674,143.0267765512188
8,22,2011,203444251.14177,1422409674,143.0278877179304
8,23,2011,203444251.14177,1422409674,143.0278877179304
8,24,2011,203444251.14177,1422409674,143.0278877179304
8,25,2011,203761918.6561,1422409674,143.25121825352545
8,26,2011,203761918.6561,1422409674,143.25121825352545
8,27,2011,203761918.6561,1422409674,143.25121825352545
8,28,2011,203793391.55974,1422409674,143.27334472258377
8,29,2011,203793391.55974,1422409674,143.27334472258377
8,30,2011,203793391.55974,1422409674,143.27334472258377
8,31,2011,203793391.55974,1422409674,143.27334472258377
9,1,2011,203793391.55974,1422409674,143.27334472258377
9,2,2011,203794105.58539,1422409674,143.27384670570652
9,3,2011,203794105.58539,1422409674,143.27384670570652
9,4,2011,203794105.58539,1422409674,143.27384670570652
9,5,2011,203794105.58539,1422409674,143.27384670570652
9,6,2011,203794105.58539,1422409674,143.27384670570652
9,7,2011,203794105.58539,1422409674,143.27384670570652
9,8,2011,203794105.58539,1422409674,143.27384670570652
9,9,2011,203794139.22809002,1422409674,143.2738703576126
9,10,2011,203794139.22809002,1422409674,143.2738703576126
9,11,2011,203794139.22809002,1422409674,143.2738703576126
9,12,2011,203794139.22809002,1422409674,143.2738703576126
9,13,2011,203794139.22809002,1422409674,143.2738703576126
9,14,2011,203794139.22809002,1422409674,143.2738703576126
9,15,2011,203794139.22809002,1422409674,143.2738703576126
9,16,2011,209359166.45012,1422409674,147.1862644616125
9,17,2011,217793112.25994,1422409674,153.11560111052788
9,18,2011,217992822.11252,1422409674,153.2560035952905
9,19,2011,228752082.43455002,1422409674,160.82011154442557
9,20,2011,228752082.43455002,1422409674,160.82011154442557
9,21,2011,228752082.43455002,1422409674,160.82011154442557
9,22,2011,229477789.4124,1422409674,161.33030701842654
9,23,2011,229516712.17299002,1422409674,161.35767097784097
9,24,2011,229516712.17299002,1422409674,161.35767097784097
9,25,2011,229516712.17299002,1422409674,161.35767097784097
9,26,2011,229516712.17299002,1422409674,161.35767097784097
9,27,2011,230154176.08529,1422409674,161.80582872307576
9,28,2011,237717763.49805,1422409674,167.12327527241635
9,29,2011,245754747.35555002,1422409674,172.77353483153408
9,30,2011,246783119.08758,1422409674,173.4965134155717
10,1,2011,246783119.08758,1422409674,173.4965134155717
10,2,2011,246783119.08758,1422409674,173.4965134155717
10,3,2011,246783119.08758,1422409674,173.4965134155717
10,4,2011,246783119.08758,1422409674,173.4965134155717
10,5,2011,246783119.08758,1422409674,173.4965134155717
10,6,2011,246783119.08758,1422409674,173.4965134155717
10,7,2011,247602391.03694,1422409674,174.0724880903334
10,8,2011,250842852.73674,1422409674,176.3506374582911
10,9,2011,334240602.07417,1422409674,234.98195223478916
10,10,2011,334240602.07417,1422409674,234.98195223478916
