month,day,year,daily_cum_cubic_m_across_basin,basin_area,avg_mm_rainfall
4,10,2008,67286842.13557,1913575363,35.16289111816393
4,11,2008,67286842.13557,1913575363,35.16289111816393
4,12,2008,67286842.13557,1913575363,35.16289111816393
4,13,2008,67286842.13557,1913575363,35.16289111816393
4,14,2008,67286842.13557,1913575363,35.16289111816393
4,15,2008,67286842.13557,1913575363,35.16289111816393
4,16,2008,67286842.13557,1913575363,35.16289111816393
4,17,2008,67286842.13557,1913575363,35.16289111816393
4,18,2008,89408669.66855,1913575363,46.72335952757038
4,19,2008,89408669.66855,1913575363,46.72335952757038
4,20,2008,89408669.66855,1913575363,46.72335952757038
4,21,2008,89408669.66855,1913575363,46.72335952757038
4,22,2008,89576174.00155,1913575363,46.8108942733864
4,23,2008,89640284.83616,1913575363,46.844397440206805
4,24,2008,89721628.04988,1913575363,46.886905937803924
4,25,2008,89721628.04988,1913575363,46.886905937803924
4,26,2008,98695032.63321,1913575363,51.576245462567655
4,27,2008,99176568.49068001,1913575363,51.82788742388298
4,28,2008,100248272.274,1913575363,52.387940507781295
4,29,2008,100248272.274,1913575363,52.387940507781295
4,30,2008,100248272.274,1913575363,52.387940507781295
5,1,2008,100405579.45157,1913575363,52.470146403933406
5,2,2008,100424016.17953001,1913575363,52.47978110571546
5,3,2008,100424016.17953001,1913575363,52.47978110571546
5,4,2008,100424016.17953001,1913575363,52.47978110571546
5,5,2008,101028752.96663,1913575363,52.79580565264103
5,6,2008,101537741.25887,1913575363,53.0617937616445
5,7,2008,101549364.70777,1913575363,53.06786796657248
5,8,2008,101549364.70777,1913575363,53.06786796657248
5,9,2008,101549364.70777,1913575363,53.06786796657248
5,10,2008,101549364.70777,1913575363,53.06786796657248
5,11,2008,101549364.70777,1913575363,53.06786796657248
5,12,2008,101549364.70777,1913575363,53.06786796657248
5,13,2008,102152505.56038,1913575363,53.38305850689404
5,14,2008,152011163.98614,1913575363,79.438294893087
5,15,2008,163447110.72645,1913575363,85.41451457140755
5,16,2008,181491749.51549,1913575363,94.84431761859489
5,17,2008,183996505.16984,1913575363,96.15325778514426
5,18,2008,183996505.16984,1913575363,96.15325778514426
5,19,2008,183996505.16984,1913575363,96.15325778514426
5,20,2008,183996505.16984,1913575363,96.15325778514426
5,21,2008,184002185.0794,1913575363,96.15622600352218
