month,day,year,daily_cum_cubic_m_across_basin,basin_area,avg_mm_rainfall
3,16,2022,45889399.561375,4868684378,9.425420914268804
3,17,2022,45889399.561375,4868684378,9.425420914268804
3,18,2022,45889399.561375,4868684378,9.425420914268804
3,19,2022,45889399.561375,4868684378,9.425420914268804
3,20,2022,45889399.561375,4868684378,9.425420914268804
3,21,2022,48882278.80975,4868684378,10.040141240338581
3,22,2022,48882278.80975,4868684378,10.040141240338581
3,23,2022,48882278.80975,4868684378,10.040141240338581
3,24,2022,48882278.80975,4868684378,10.040141240338581
3,25,2022,48882278.80975,4868684378,10.040141240338581
3,26,2022,48882278.80975,4868684378,10.040141240338581
3,27,2022,48882278.80975,4868684378,10.040141240338581
3,28,2022,48882278.80975,4868684378,10.040141240338581
3,29,2022,48882278.80975,4868684378,10.040141240338581
3,30,2022,51469237.678875,4868684378,10.571487835902392
3,31,2022,51469237.678875,4868684378,10.571487835902392
4,1,2022,51469237.678875,4868684378,10.571487835902392
4,2,2022,51469237.678875,4868684378,10.571487835902392
4,3,2022,51469237.678875,4868684378,10.571487835902392
4,4,2022,51469237.678875,4868684378,10.571487835902392
4,5,2022,51799546.890875004,4868684378,10.639331463945433
4,6,2022,51799546.890875004,4868684378,10.639331463945433
4,7,2022,51799546.890875004,4868684378,10.639331463945433
4,8,2022,51799546.890875004,4868684378,10.639331463945433
4,9,2022,51799546.890875004,4868684378,10.639331463945433
4,10,2022,51806883.314,4868684378,10.640838323407952
4,11,2022,57556687.7035,4868684378,11.821815347813455
4,12,2022,58102446.24325,4868684378,11.93391103884163
4,13,2022,58102446.24325,4868684378,11.93391103884163
4,14,2022,58102446.24325,4868684378,11.93391103884163
4,15,2022,58102446.24325,4868684378,11.93391103884163
4,16,2022,58102446.24325,4868684378,11.93391103884163
4,17,2022,58429878.629125,4868684378,12.00116378320817
4,18,2022,58817088.677375,4868684378,12.08069451845149
4,19,2022,74085564.175625,4868684378,15.216752293575148
4,20,2022,74117618.07512501,4868684378,15.22333598169526
4,21,2022,74117618.07512501,4868684378,15.22333598169526
4,22,2022,74117618.07512501,4868684378,15.22333598169526
4,23,2022,74117618.07512501,4868684378,15.22333598169526
4,24,2022,74117618.07512501,4868684378,15.22333598169526
4,25,2022,113012707.420625,4868684378,23.212165473550233
4,26,2022,145878559.24775,4868684378,29.96262397023059
4,27,2022,145889529.298625,4868684378,29.964877156106542
4,28,2022,145889529.298625,4868684378,29.964877156106542
4,29,2022,145889529.298625,4868684378,29.964877156106542
4,30,2022,147091793.86325002,4868684378,30.211815439897883
5,1,2022,177390177.56175,4868684378,36.43493062793687
5,2,2022,192585776.2275,4868684378,39.55601991735846
5,3,2022,192585776.2275,4868684378,39.55601991735846
5,4,2022,192696848.20775,4868684378,39.57883346854118
5,5,2022,242982823.99725,4868684378,49.90728606175629
5,6,2022,242982823.99725,4868684378,49.90728606175629
5,7,2022,242982823.99725,4868684378,49.90728606175629
5,8,2022,242982823.99725,4868684378,49.90728606175629
5,9,2022,242982823.99725,4868684378,49.90728606175629
5,10,2022,242982823.99725,4868684378,49.90728606175629
5,11,2022,277043060.490375,4868684378,56.90306435599777
5,12,2022,277043060.490375,4868684378,56.90306435599777
5,13,2022,277755290.16237503,4868684378,57.04935226802969
5,14,2022,277755290.16237503,4868684378,57.04935226802969
5,15,2022,277763422.62700003,4868684378,57.051022629875646
5,16,2022,277763422.62700003,4868684378,57.051022629875646
5,17,2022,277763422.62700003,4868684378,57.051022629875646
5,18,2022,277785475.39,4868684378,57.05555214160567
5,19,2022,277785475.39,4868684378,57.05555214160567
5,20,2022,277788040.3805,4868684378,57.056078976023535
5,21,2022,278844690.799375,4868684378,57.273108944868845
5,22,2022,293622289.170875,4868684378,60.30834335814796
5,23,2022,295976380.87225,4868684378,60.79186036574294
5,24,2022,299874694.826625,4868684378,61.59255181577617
5,25,2022,403091803.381875,4868684378,82.7927571570085
5,26,2022,403092143.46575,4868684378,82.79282700829657
5,27,2022,403092143.46575,4868684378,82.79282700829657
5,28,2022,403092143.46575,4868684378,82.79282700829657
5,29,2022,403092143.46575,4868684378,82.79282700829657
5,30,2022,403092143.46575,4868684378,82.79282700829657
5,31,2022,403092143.46575,4868684378,82.79282700829657
6,1,2022,403176749.615,4868684378,82.81020462875443
6,2,2022,403284328.093125,4868684378,82.8323006345278
6,3,2022,403326859.347125,4868684378,82.84103631149881
6,4,2022,435083663.273,4868684378,89.36370269533212
6,5,2022,435083663.273,4868684378,89.36370269533212
6,6,2022,435083663.273,4868684378,89.36370269533212
6,7,2022,435083663.273,4868684378,89.36370269533212
6,8,2022,435083663.273,4868684378,89.36370269533212
6,9,2022,435083663.273,4868684378,89.36370269533212
6,10,2022,435083663.273,4868684378,89.36370269533212
6,11,2022,435083663.273,4868684378,89.36370269533212
6,12,2022,435083663.273,4868684378,89.36370269533212
6,13,2022,435083663.273,4868684378,89.36370269533212
6,14,2022,435083663.273,4868684378,89.36370269533212
6,15,2022,435083663.273,4868684378,89.36370269533212
6,16,2022,435083663.273,4868684378,89.36370269533212
6,17,2022,435083663.273,4868684378,89.36370269533212
6,18,2022,435083663.273,4868684378,89.36370269533212
6,19,2022,435083663.273,4868684378,89.36370269533212
6,20,2022,435083663.273,4868684378,89.36370269533212
6,21,2022,435090377.186375,4868684378,89.36508169484281
6,22,2022,435101890.65225,4868684378,89.36744649506011
6,23,2022,435112503.87375003,4868684378,89.36962639021782
6,24,2022,435112503.87375003,4868684378,89.36962639021782
6,25,2022,435112503.87375003,4868684378,89.36962639021782
6,26,2022,435112503.87375003,4868684378,89.36962639021782
6,27,2022,458194867.618625,4868684378,94.11061224035356
6,28,2022,495605328.90000004,4868684378,101.79450759623671
6,29,2022,506029432.6025,4868684378,103.93555903707423
6,30,2022,507971223.23800004,4868684378,104.33439175752625
7,1,2022,516585277.184625,4868684378,106.10366930312956
7,2,2022,529383792.88512504,4868684378,108.73241142458076
7,3,2022,638629903.455625,4868684378,131.17093938998917
7,4,2022,638629903.455625,4868684378,131.17093938998917
7,5,2022,638629903.455625,4868684378,131.17093938998917
7,6,2022,638629903.455625,4868684378,131.17093938998917
7,7,2022,638629903.455625,4868684378,131.17093938998917
7,8,2022,639009659.67875,4868684378,131.2489391520688
7,9,2022,646800154.6841251,4868684378,132.84906238876448
7,10,2022,658335328.752625,4868684378,135.21832134517246
7,11,2022,662998074.7205,4868684378,136.1760227704167
7,12,2022,675471597.038375,4868684378,138.73801310485666
7,13,2022,685630857.99925,4868684378,140.82466735724185
7,14,2022,689416074.91325,4868684378,141.60212932029376
7,15,2022,760980612.416375,4868684378,156.30107711541106
7,16,2022,761794411.995125,4868684378,156.46822690692912
7,17,2022,761794411.995125,4868684378,156.46822690692912
7,18,2022,761794411.995125,4868684378,156.46822690692912
7,19,2022,761794411.995125,4868684378,156.46822690692912
7,20,2022,761794411.995125,4868684378,156.46822690692912
7,21,2022,761794411.995125,4868684378,156.46822690692912
7,22,2022,761794411.995125,4868684378,156.46822690692912
7,23,2022,761794411.995125,4868684378,156.46822690692912
7,24,2022,761794411.995125,4868684378,156.46822690692912
7,25,2022,761794411.995125,4868684378,156.46822690692912
7,26,2022,761794411.995125,4868684378,156.46822690692912
7,27,2022,761794411.995125,4868684378,156.46822690692912
7,28,2022,761794411.995125,4868684378,156.46822690692912
7,29,2022,761794411.995125,4868684378,156.46822690692912
7,30,2022,761794411.995125,4868684378,156.46822690692912
7,31,2022,761794411.995125,4868684378,156.46822690692912
8,1,2022,761794411.995125,4868684378,156.46822690692912
8,2,2022,761794411.995125,4868684378,156.46822690692912
8,3,2022,761794411.995125,4868684378,156.46822690692912
8,4,2022,761794411.995125,4868684378,156.46822690692912
8,5,2022,761794411.995125,4868684378,156.46822690692912
8,6,2022,762914140.024125,4868684378,156.69821265709595
8,7,2022,762939830.0838751,4868684378,156.70348924883112
8,8,2022,763060450.3798751,4868684378,156.7282639696048
8,9,2022,763113573.94825,4868684378,156.7391752475293
8,10,2022,764179881.603875,4868684378,156.95818875771764
8,11,2022,807940154.299,4868684378,165.94629915831445
8,12,2022,810885624.56625,4868684378,166.55128195008453
8,13,2022,825517110.565125,4868684378,169.55650571545942
8,14,2022,826265741.2095001,4868684378,169.71027017958403
8,15,2022,914371402.210625,4868684378,187.80667038972
8,16,2022,917628762.496,4868684378,188.47571361217535
8,17,2022,917628762.496,4868684378,188.47571361217535
8,18,2022,921130383.015,4868684378,189.19492649334356
8,19,2022,1014302090.61225,4868684378,208.33186377731755
8,20,2022,1014302090.61225,4868684378,208.33186377731755
8,21,2022,1014302090.61225,4868684378,208.33186377731755
8,22,2022,1142112603.7615001,4868684378,234.58341414003652
8,23,2022,1216829773.86775,4868684378,249.92989468904733
8,24,2022,1243022760.908875,4868684378,255.30978482106792
8,25,2022,1288492601.657875,4868684378,264.6490307484613
8,26,2022,1289885875.6505,4868684378,264.9352012792356
8,27,2022,1289949750.04475,4868684378,264.94832071547154
8,28,2022,1289949750.04475,4868684378,264.94832071547154
8,29,2022,1290064100.3122501,4868684378,264.9718076081559
8,30,2022,1579047339.175625,4868684378,324.3273164945393
8,31,2022,1728847977.7235,4868684378,355.0955131812613
9,1,2022,1741389535.154625,4868684378,357.67147753988684
9,2,2022,1742030869.37575,4868684378,357.8032039307006
9,3,2022,1772551295.1875,4868684378,364.0719253022608
9,4,2022,1806461907.5896251,4868684378,371.0369716616749
9,5,2022,1806468487.384,4868684378,371.038323113908
9,6,2022,1806468504.573375,4868684378,371.03832664450755
9,7,2022,1807075909.403125,4868684378,371.16308413186795
9,8,2022,1808621103.43125,4868684378,371.4804581713738
9,9,2022,1813427113.591375,4868684378,372.46758524451946
9,10,2022,1815492366.209,4868684378,372.89177635186604
9,11,2022,1830318570.067,4868684378,375.9369940548239
9,12,2022,1830971771.694875,4868684378,376.0711579432917
9,13,2022,1831741873.219125,4868684378,376.22933240367155
9,14,2022,1831755048.98575,4868684378,376.23203863098104
9,15,2022,1831755048.98575,4868684378,376.23203863098104
9,16,2022,1831755048.98575,4868684378,376.23203863098104
9,17,2022,1831755048.98575,4868684378,376.23203863098104
9,18,2022,1831755048.98575,4868684378,376.23203863098104
9,19,2022,1831755048.98575,4868684378,376.23203863098104
9,20,2022,1831755048.98575,4868684378,376.23203863098104
9,21,2022,1831755048.98575,4868684378,376.23203863098104
9,22,2022,1831755048.98575,4868684378,376.23203863098104
9,23,2022,1831755048.98575,4868684378,376.23203863098104
9,24,2022,1831755048.98575,4868684378,376.23203863098104
9,25,2022,1841441722.47,4868684378,378.22162611133217
