grib_id,hrap_x,hrap_y,center_lon,center_lat
52172,606,47,-97.4639,25.7644
52173,607,47,-97.4276,25.7601
52174,608,47,-97.3914,25.7557
52175,609,47,-97.3552,25.7513
53291,604,48,-97.5316,25.8056
53293,606,48,-97.4591,25.7970
53294,607,48,-97.4228,25.7927
53295,608,48,-97.3865,25.7884
53296,609,48,-97.3503,25.7840
53297,610,48,-97.3140,25.7796
54411,603,49,-97.5632,25.8426
54412,604,49,-97.5269,25.8383
54413,605,49,-97.4906,25.8340
54414,606,49,-97.4543,25.8297
54415,607,49,-97.4180,25.8254
54416,608,49,-97.3817,25.8210
54417,609,49,-97.3454,25.8166
54418,610,49,-97.3092,25.8122
55531,602,50,-97.5948,25.8795
55532,603,50,-97.5584,25.8753
55533,604,50,-97.5221,25.8710
55534,605,50,-97.4858,25.8667
55535,606,50,-97.4495,25.8624
55536,607,50,-97.4132,25.8580
55537,608,50,-97.3768,25.8537
55538,609,50,-97.3405,25.8493
55539,610,50,-97.3043,25.8449
55540,611,50,-97.2680,25.8405
56633,583,51,-98.2820,25.9893
56634,584,51,-98.2455,25.9855
56635,585,51,-98.2090,25.9816
56636,586,51,-98.1726,25.9777
56637,587,51,-98.1361,25.9737
56652,602,51,-97.5900,25.9122
56653,603,51,-97.5537,25.9080
56654,604,51,-97.5173,25.9037
56655,605,51,-97.4810,25.8994
56656,606,51,-97.4446,25.8951
56657,607,51,-97.4083,25.8907
56658,608,51,-97.3720,25.8863
56659,609,51,-97.3357,25.8820
56660,610,51,-97.2993,25.8776
56661,611,51,-97.2630,25.8731
56662,612,51,-97.2267,25.8687
56663,613,51,-97.1904,25.8642
56664,614,51,-97.1541,25.8597
57752,581,52,-98.3507,26.0298
57753,582,52,-98.3142,26.0260
57754,583,52,-98.2777,26.0221
57755,584,52,-98.2412,26.0182
57756,585,52,-98.2047,26.0144
57757,586,52,-98.1682,26.0104
57758,587,52,-98.1317,26.0065
57759,588,52,-98.0953,26.0025
57772,601,52,-97.6217,25.9492
57773,602,52,-97.5853,25.9449
57774,603,52,-97.5489,25.9407
57775,604,52,-97.5126,25.9364
57776,605,52,-97.4762,25.9321
57777,606,52,-97.4398,25.9278
57778,607,52,-97.4035,25.9234
57779,608,52,-97.3671,25.9190
57780,609,52,-97.3308,25.9146
57781,610,52,-97.2944,25.9102
57782,611,52,-97.2581,25.9058
57783,612,52,-97.2218,25.9013
57784,613,52,-97.1855,25.8969
57785,614,52,-97.1491,25.8924
57786,615,52,-97.1128,25.8879
58871,579,53,-98.4195,26.0702
58872,580,53,-98.3829,26.0664
58873,581,53,-98.3464,26.0626
58874,582,53,-98.3099,26.0588
58875,583,53,-98.2734,26.0549
58876,584,53,-98.2369,26.0510
58877,585,53,-98.2003,26.0471
58878,586,53,-98.1638,26.0432
58879,587,53,-98.1273,26.0393
58880,588,53,-98.0909,26.0353
58881,589,53,-98.0544,26.0313
58882,590,53,-98.0179,26.0273
58884,592,53,-97.9449,26.0193
58885,593,53,-97.9085,26.0152
58888,596,53,-97.7991,26.0029
58889,597,53,-97.7627,25.9987
58890,598,53,-97.7263,25.9946
58891,599,53,-97.6898,25.9904
58892,600,53,-97.6534,25.9862
58893,601,53,-97.6170,25.9819
58894,602,53,-97.5806,25.9777
58895,603,53,-97.5442,25.9734
58896,604,53,-97.5078,25.9691
58897,605,53,-97.4714,25.9648
58898,606,53,-97.4350,25.9605
58899,607,53,-97.3986,25.9561
58900,608,53,-97.3622,25.9517
58901,609,53,-97.3259,25.9473
58902,610,53,-97.2895,25.9429
58903,611,53,-97.2532,25.9385
58904,612,53,-97.2168,25.9340
58905,613,53,-97.1805,25.9295
58906,614,53,-97.1441,25.9250
58907,615,53,-97.1078,25.9205
58908,616,53,-97.0715,25.9160
59989,576,54,-98.5250,26.1143
59990,577,54,-98.4884,26.1106
59991,578,54,-98.4518,26.1068
59992,579,54,-98.4153,26.1031
59993,580,54,-98.3787,26.0993
59994,581,54,-98.3422,26.0954
59995,582,54,-98.3056,26.0916
59996,583,54,-98.2691,26.0877
59997,584,54,-98.2325,26.0839
59998,585,54,-98.1960,26.0799
59999,586,54,-98.1595,26.0760
60000,587,54,-98.1229,26.0721
60001,588,54,-98.0864,26.0681
60002,589,54,-98.0499,26.0641
60003,590,54,-98.0134,26.0601
60004,591,54,-97.9769,26.0561
60005,592,54,-97.9404,26.0520
60006,593,54,-97.9039,26.0480
60007,594,54,-97.8675,26.0439
60008,595,54,-97.8310,26.0398
60009,596,54,-97.7945,26.0356
60010,597,54,-97.7581,26.0315
60011,598,54,-97.7216,26.0273
60012,599,54,-97.6851,26.0231
60013,600,54,-97.6487,26.0189
60014,601,54,-97.6123,26.0147
60015,602,54,-97.5758,26.0104
60016,603,54,-97.5394,26.0061
60017,604,54,-97.5030,26.0018
60018,605,54,-97.4666,25.9975
60019,606,54,-97.4302,25.9932
60020,607,54,-97.3938,25.9888
60021,608,54,-97.3574,25.9844
60022,609,54,-97.3210,25.9800
60023,610,54,-97.2846,25.9756
60024,611,54,-97.2482,25.9712
60025,612,54,-97.2118,25.9667
60026,613,54,-97.1755,25.9622
60027,614,54,-97.1391,25.9577
60028,615,54,-97.1028,25.9532
60029,616,54,-97.0664,25.9487
61104,570,55,-98.7405,26.1692
61105,571,55,-98.7039,26.1656
61106,572,55,-98.6673,26.1619
61107,573,55,-98.6306,26.1583
61108,574,55,-98.5940,26.1546
61109,575,55,-98.5574,26.1509
61110,576,55,-98.5208,26.1472
61111,577,55,-98.4842,26.1434
61112,578,55,-98.4476,26.1397
61113,579,55,-98.4110,26.1359
61114,580,55,-98.3745,26.1321
61115,581,55,-98.3379,26.1283
61116,582,55,-98.3013,26.1244
61117,583,55,-98.2647,26.1206
61118,584,55,-98.2282,26.1167
61119,585,55,-98.1916,26.1128
61120,586,55,-98.1551,26.1088
61121,587,55,-98.1185,26.1049
61122,588,55,-98.0820,26.1009
61123,589,55,-98.0455,26.0969
61124,590,55,-98.0089,26.0929
61125,591,55,-97.9724,26.0889
61126,592,55,-97.9359,26.0848
61127,593,55,-97.8994,26.0808
61128,594,55,-97.8629,26.0767
61129,595,55,-97.8264,26.0725
61130,596,55,-97.7899,26.0684
61131,597,55,-97.7534,26.0642
61132,598,55,-97.7169,26.0601
61133,599,55,-97.6805,26.0559
61134,600,55,-97.6440,26.0517
61135,601,55,-97.6075,26.0474
61136,602,55,-97.5711,26.0432
61137,603,55,-97.5346,26.0389
61138,604,55,-97.4982,26.0346
61139,605,55,-97.4618,26.0302
61140,606,55,-97.4253,26.0259
61141,607,55,-97.3889,26.0215
61142,608,55,-97.3525,26.0172
61143,609,55,-97.3161,26.0128
61144,610,55,-97.2797,26.0083
61145,611,55,-97.2433,26.0039
61146,612,55,-97.2069,25.9994
61147,613,55,-97.1705,25.9949
61148,614,55,-97.1341,25.9904
61149,615,55,-97.0977,25.9859
61150,616,55,-97.0613,25.9813
62224,569,56,-98.7732,26.2057
62225,570,56,-98.7365,26.2021
62226,571,56,-98.6998,26.1985
62227,572,56,-98.6632,26.1948
62228,573,56,-98.6266,26.1912
62229,574,56,-98.5899,26.1875
62230,575,56,-98.5533,26.1838
62231,576,56,-98.5167,26.1800
62232,577,56,-98.4800,26.1763
62233,578,56,-98.4434,26.1725
62234,579,56,-98.4068,26.1687
62235,580,56,-98.3702,26.1649
62236,581,56,-98.3336,26.1611
62237,582,56,-98.2970,26.1573
62238,583,56,-98.2604,26.1534
62239,584,56,-98.2238,26.1495
62240,585,56,-98.1873,26.1456
62241,586,56,-98.1507,26.1417
62242,587,56,-98.1141,26.1377
62243,588,56,-98.0776,26.1337
62244,589,56,-98.0410,26.1297
62245,590,56,-98.0045,26.1257
62246,591,56,-97.9679,26.1217
62247,592,56,-97.9314,26.1176
62248,593,56,-97.8948,26.1135
62249,594,56,-97.8583,26.1094
62250,595,56,-97.8218,26.1053
62251,596,56,-97.7853,26.1012
62252,597,56,-97.7488,26.0970
62253,598,56,-97.7123,26.0928
62254,599,56,-97.6758,26.0886
62255,600,56,-97.6393,26.0844
62256,601,56,-97.6028,26.0802
62257,602,56,-97.5663,26.0759
62258,603,56,-97.5299,26.0716
62259,604,56,-97.4934,26.0673
62260,605,56,-97.4569,26.0630
62261,606,56,-97.4205,26.0586
62262,607,56,-97.3840,26.0543
62263,608,56,-97.3476,26.0499
62264,609,56,-97.3111,26.0455
62265,610,56,-97.2747,26.0411
62266,611,56,-97.2383,26.0366
62267,612,56,-97.2019,26.0321
62268,613,56,-97.1655,26.0276
62269,614,56,-97.1291,26.0231
62270,615,56,-97.0927,26.0186
62271,616,56,-97.0563,26.0140
63344,568,57,-98.8058,26.2422
63345,569,57,-98.7692,26.2386
63346,570,57,-98.7325,26.2350
63347,571,57,-98.6958,26.2314
63348,572,57,-98.6591,26.2277
63349,573,57,-98.6225,26.2240
63350,574,57,-98.5858,26.2204
63351,575,57,-98.5491,26.2166
63352,576,57,-98.5125,26.2129
63353,577,57,-98.4759,26.2092
63354,578,57,-98.4392,26.2054
63355,579,57,-98.4026,26.2016
63356,580,57,-98.3660,26.1978
63357,581,57,-98.3293,26.1940
63358,582,57,-98.2927,26.1901
63359,583,57,-98.2561,26.1862
63360,584,57,-98.2195,26.1823
63361,585,57,-98.1829,26.1784
63362,586,57,-98.1463,26.1745
63363,587,57,-98.1097,26.1705
63364,588,57,-98.0731,26.1666
63365,589,57,-98.0365,26.1626
63366,590,57,-98.0000,26.1585
63367,591,57,-97.9634,26.1545
63368,592,57,-97.9268,26.1504
63369,593,57,-97.8903,26.1464
63370,594,57,-97.8537,26.1422
63371,595,57,-97.8172,26.1381
63372,596,57,-97.7807,26.1340
63373,597,57,-97.7441,26.1298
63374,598,57,-97.7076,26.1256
63375,599,57,-97.6711,26.1214
63376,600,57,-97.6346,26.1172
63377,601,57,-97.5981,26.1129
63378,602,57,-97.5616,26.1087
63379,603,57,-97.5251,26.1044
63380,604,57,-97.4886,26.1001
63381,605,57,-97.4521,26.0957
63382,606,57,-97.4156,26.0914
63383,607,57,-97.3791,26.0870
63384,608,57,-97.3427,26.0826
63385,609,57,-97.3062,26.0782
63386,610,57,-97.2698,26.0738
63387,611,57,-97.2333,26.0693
63388,612,57,-97.1969,26.0649
63389,613,57,-97.1605,26.0604
63390,614,57,-97.1240,26.0558
63391,615,57,-97.0876,26.0513
63392,616,57,-97.0512,26.0468
64457,560,58,-99.0957,26.3030
64458,561,58,-99.0590,26.2996
64459,562,58,-99.0222,26.2961
64460,563,58,-98.9855,26.2927
64461,564,58,-98.9487,26.2892
64462,565,58,-98.9120,26.2857
64463,566,58,-98.8753,26.2822
64464,567,58,-98.8386,26.2786
64465,568,58,-98.8019,26.2751
64466,569,58,-98.7651,26.2715
64467,570,58,-98.7284,26.2679
64468,571,58,-98.6917,26.2643
64469,572,58,-98.6550,26.2606
64470,573,58,-98.6184,26.2569
64471,574,58,-98.5817,26.2532
64472,575,58,-98.5450,26.2495
64473,576,58,-98.5083,26.2458
64474,577,58,-98.4717,26.2421
64475,578,58,-98.4350,26.2383
64476,579,58,-98.3983,26.2345
64477,580,58,-98.3617,26.2307
64478,581,58,-98.3250,26.2268
64479,582,58,-98.2884,26.2230
64480,583,58,-98.2518,26.2191
64481,584,58,-98.2151,26.2152
64482,585,58,-98.1785,26.2113
64483,586,58,-98.1419,26.2073
64484,587,58,-98.1053,26.2034
64485,588,58,-98.0687,26.1994
64486,589,58,-98.0321,26.1954
64487,590,58,-97.9955,26.1914
64488,591,58,-97.9589,26.1873
64489,592,58,-97.9223,26.1833
64490,593,58,-97.8857,26.1792
64491,594,58,-97.8492,26.1751
64492,595,58,-97.8126,26.1709
64493,596,58,-97.7760,26.1668
64494,597,58,-97.7395,26.1626
64495,598,58,-97.7029,26.1584
64496,599,58,-97.6664,26.1542
64497,600,58,-97.6298,26.1500
64498,601,58,-97.5933,26.1457
64499,602,58,-97.5568,26.1415
64500,603,58,-97.5203,26.1372
64501,604,58,-97.4838,26.1329
64502,605,58,-97.4473,26.1285
64503,606,58,-97.4108,26.1242
64504,607,58,-97.3743,26.1198
64505,608,58,-97.3378,26.1154
64506,609,58,-97.3013,26.1110
64507,610,58,-97.2648,26.1065
64508,611,58,-97.2284,26.1021
64509,612,58,-97.1919,26.0976
64510,613,58,-97.1554,26.0931
64511,614,58,-97.1190,26.0886
64512,615,58,-97.0825,26.0840
65576,558,59,-99.1655,26.3427
65577,559,59,-99.1287,26.3394
65578,560,59,-99.0919,26.3360
65579,561,59,-99.0551,26.3325
65580,562,59,-99.0184,26.3291
65581,563,59,-98.9816,26.3256
65582,564,59,-98.9448,26.3221
65583,565,59,-98.9081,26.3186
65584,566,59,-98.8713,26.3151
65585,567,59,-98.8346,26.3116
65586,568,59,-98.7979,26.3080
65587,569,59,-98.7611,26.3044
65588,570,59,-98.7244,26.3008
65589,571,59,-98.6877,26.2972
65590,572,59,-98.6510,26.2935
65591,573,59,-98.6143,26.2898
65592,574,59,-98.5775,26.2861
65593,575,59,-98.5408,26.2824
65594,576,59,-98.5042,26.2787
65595,577,59,-98.4675,26.2749
65596,578,59,-98.4308,26.2712
65597,579,59,-98.3941,26.2674
65598,580,59,-98.3574,26.2635
65599,581,59,-98.3208,26.2597
65600,582,59,-98.2841,26.2558
65601,583,59,-98.2474,26.2520
65602,584,59,-98.2108,26.2481
65603,585,59,-98.1741,26.2441
65604,586,59,-98.1375,26.2402
65605,587,59,-98.1009,26.2362
65606,588,59,-98.0642,26.2322
65607,589,59,-98.0276,26.2282
65608,590,59,-97.9910,26.2242
65609,591,59,-97.9544,26.2202
65610,592,59,-97.9178,26.2161
65611,593,59,-97.8812,26.2120
65612,594,59,-97.8446,26.2079
65613,595,59,-97.8080,26.2038
65614,596,59,-97.7714,26.1996
65615,597,59,-97.7348,26.1954
65616,598,59,-97.6982,26.1912
65617,599,59,-97.6617,26.1870
65618,600,59,-97.6251,26.1828
65619,601,59,-97.5886,26.1785
65620,602,59,-97.5520,26.1743
65621,603,59,-97.5155,26.1700
65622,604,59,-97.4789,26.1656
65623,605,59,-97.4424,26.1613
65624,606,59,-97.4059,26.1569
65625,607,59,-97.3694,26.1526
65626,608,59,-97.3329,26.1482
65627,609,59,-97.2964,26.1437
65628,610,59,-97.2599,26.1393
65629,611,59,-97.2234,26.1348
65630,612,59,-97.1869,26.1303
65631,613,59,-97.1504,26.1258
65632,614,59,-97.1139,26.1213
65633,615,59,-97.0775,26.1168
66697,558,60,-99.1617,26.3757
66698,559,60,-99.1249,26.3723
66699,560,60,-99.0881,26.3689
66700,561,60,-99.0513,26.3655
66701,562,60,-99.0145,26.3620
66702,563,60,-98.9777,26.3586
66703,564,60,-98.9409,26.3551
66704,565,60,-98.9042,26.3516
66705,566,60,-98.8674,26.3481
66706,567,60,-98.8306,26.3445
66707,568,60,-98.7939,26.3409
66708,569,60,-98.7571,26.3373
66709,570,60,-98.7204,26.3337
66710,571,60,-98.6836,26.3301
66711,572,60,-98.6469,26.3264
66712,573,60,-98.6101,26.3228
66713,574,60,-98.5734,26.3191
66714,575,60,-98.5367,26.3153
66715,576,60,-98.5000,26.3116
66716,577,60,-98.4633,26.3078
66717,578,60,-98.4265,26.3041
66718,579,60,-98.3898,26.3003
66719,580,60,-98.3531,26.2964
66720,581,60,-98.3165,26.2926
66721,582,60,-98.2798,26.2887
66722,583,60,-98.2431,26.2848
66723,584,60,-98.2064,26.2809
66724,585,60,-98.1697,26.2770
66725,586,60,-98.1331,26.2731
66726,587,60,-98.0964,26.2691
66727,588,60,-98.0598,26.2651
66728,589,60,-98.0231,26.2611
66729,590,60,-97.9865,26.2571
66730,591,60,-97.9498,26.2530
66731,592,60,-97.9132,26.2489
66732,593,60,-97.8766,26.2448
66733,594,60,-97.8400,26.2407
66734,595,60,-97.8034,26.2366
66735,596,60,-97.7668,26.2324
66736,597,60,-97.7302,26.2283
66737,598,60,-97.6936,26.2241
66738,599,60,-97.6570,26.2198
66739,600,60,-97.6204,26.2156
66740,601,60,-97.5838,26.2113
66741,602,60,-97.5472,26.2071
66742,603,60,-97.5107,26.2028
66743,604,60,-97.4741,26.1984
66744,605,60,-97.4376,26.1941
66745,606,60,-97.4010,26.1897
66746,607,60,-97.3645,26.1853
66747,608,60,-97.3279,26.1809
66748,609,60,-97.2914,26.1765
66749,610,60,-97.2549,26.1721
66750,611,60,-97.2184,26.1676
66751,612,60,-97.1819,26.1631
66752,613,60,-97.1454,26.1586
66753,614,60,-97.1089,26.1541
66754,615,60,-97.0724,26.1495
67817,557,61,-99.1948,26.4121
67818,558,61,-99.1579,26.4087
67819,559,61,-99.1211,26.4053
67820,560,61,-99.0843,26.4019
67821,561,61,-99.0475,26.3985
67822,562,61,-99.0107,26.3950
67823,563,61,-98.9738,26.3915
67824,564,61,-98.9370,26.3881
67825,565,61,-98.9002,26.3845
67826,566,61,-98.8634,26.3810
67827,567,61,-98.8267,26.3775
67828,568,61,-98.7899,26.3739
67829,569,61,-98.7531,26.3703
67830,570,61,-98.7163,26.3667
67831,571,61,-98.6795,26.3630
67832,572,61,-98.6428,26.3594
67833,573,61,-98.6060,26.3557
67834,574,61,-98.5693,26.3520
67835,575,61,-98.5325,26.3483
67836,576,61,-98.4958,26.3445
67837,577,61,-98.4590,26.3408
67838,578,61,-98.4223,26.3370
67839,579,61,-98.3856,26.3332
67840,580,61,-98.3489,26.3293
67841,581,61,-98.3122,26.3255
67842,582,61,-98.2754,26.3216
67843,583,61,-98.2387,26.3177
67844,584,61,-98.2020,26.3138
67845,585,61,-98.1653,26.3099
67846,586,61,-98.1287,26.3059
67847,587,61,-98.0920,26.3020
67848,588,61,-98.0553,26.2980
67849,589,61,-98.0186,26.2940
67850,590,61,-97.9820,26.2899
67851,591,61,-97.9453,26.2859
67852,592,61,-97.9087,26.2818
67853,593,61,-97.8720,26.2777
67854,594,61,-97.8354,26.2736
67855,595,61,-97.7987,26.2694
67856,596,61,-97.7621,26.2653
67857,597,61,-97.7255,26.2611
67858,598,61,-97.6889,26.2569
67859,599,61,-97.6523,26.2527
67860,600,61,-97.6156,26.2484
67861,601,61,-97.5790,26.2442
67862,602,61,-97.5425,26.2399
67863,603,61,-97.5059,26.2356
67864,604,61,-97.4693,26.2312
67865,605,61,-97.4327,26.2269
67866,606,61,-97.3961,26.2225
67867,607,61,-97.3596,26.2181
67868,608,61,-97.3230,26.2137
67869,609,61,-97.2865,26.2093
67870,610,61,-97.2499,26.2048
67871,611,61,-97.2134,26.2004
67872,612,61,-97.1769,26.1959
67873,613,61,-97.1403,26.1914
67874,614,61,-97.1038,26.1868
68938,557,62,-99.1910,26.4450
68939,558,62,-99.1542,26.4417
68940,559,62,-99.1173,26.4383
68941,560,62,-99.0805,26.4349
68942,561,62,-99.0436,26.4315
68943,562,62,-99.0068,26.4280
68944,563,62,-98.9700,26.4245
68945,564,62,-98.9331,26.4210
68946,565,62,-98.8963,26.4175
68947,566,62,-98.8595,26.4140
68948,567,62,-98.8227,26.4104
68949,568,62,-98.7859,26.4068
68950,569,62,-98.7491,26.4032
68951,570,62,-98.7123,26.3996
68952,571,62,-98.6755,26.3960
68953,572,62,-98.6387,26.3923
68954,573,62,-98.6019,26.3886
68955,574,62,-98.5651,26.3849
68956,575,62,-98.5284,26.3812
68957,576,62,-98.4916,26.3775
68958,577,62,-98.4548,26.3737
68959,578,62,-98.4181,26.3699
68960,579,62,-98.3813,26.3661
68961,580,62,-98.3446,26.3623
68962,581,62,-98.3078,26.3584
68963,582,62,-98.2711,26.3545
68964,583,62,-98.2344,26.3506
68965,584,62,-98.1977,26.3467
68966,585,62,-98.1609,26.3428
68967,586,62,-98.1242,26.3388
68968,587,62,-98.0875,26.3349
68969,588,62,-98.0508,26.3309
68970,589,62,-98.0141,26.3268
68971,590,62,-97.9775,26.3228
68972,591,62,-97.9408,26.3187
68973,592,62,-97.9041,26.3147
68974,593,62,-97.8674,26.3106
68975,594,62,-97.8308,26.3064
68976,595,62,-97.7941,26.3023
68977,596,62,-97.7574,26.2981
68978,597,62,-97.7208,26.2939
68979,598,62,-97.6842,26.2897
68980,599,62,-97.6475,26.2855
68981,600,62,-97.6109,26.2813
68982,601,62,-97.5743,26.2770
68983,602,62,-97.5377,26.2727
68984,603,62,-97.5011,26.2684
68985,604,62,-97.4644,26.2640
68986,605,62,-97.4278,26.2597
68987,606,62,-97.3913,26.2553
68988,607,62,-97.3547,26.2509
68989,608,62,-97.3181,26.2465
68990,609,62,-97.2815,26.2421
68991,610,62,-97.2450,26.2376
68992,611,62,-97.2084,26.2331
68993,612,62,-97.1718,26.2287
68994,613,62,-97.1353,26.2241
68995,614,62,-97.0988,26.2196
70058,556,63,-99.2242,26.4814
70059,557,63,-99.1873,26.4781
70060,558,63,-99.1504,26.4747
70061,559,63,-99.1135,26.4713
70062,560,63,-99.0766,26.4679
70063,561,63,-99.0398,26.4644
70064,562,63,-99.0029,26.4610
70065,563,63,-98.9661,26.4575
70066,564,63,-98.9292,26.4540
70067,565,63,-98.8924,26.4505
70068,566,63,-98.8555,26.4470
70069,567,63,-98.8187,26.4434
70070,568,63,-98.7819,26.4398
70071,569,63,-98.7450,26.4362
70072,570,63,-98.7082,26.4326
70073,571,63,-98.6714,26.4289
70074,572,63,-98.6346,26.4253
70075,573,63,-98.5978,26.4216
70076,574,63,-98.5610,26.4179
70077,575,63,-98.5242,26.4141
70078,576,63,-98.4874,26.4104
70079,577,63,-98.4506,26.4066
70080,578,63,-98.4138,26.4028
70081,579,63,-98.3771,26.3990
70082,580,63,-98.3403,26.3952
70083,581,63,-98.3035,26.3913
70084,582,63,-98.2668,26.3875
70085,583,63,-98.2300,26.3836
70086,584,63,-98.1933,26.3796
70087,585,63,-98.1565,26.3757
70088,586,63,-98.1198,26.3717
70089,587,63,-98.0831,26.3678
70090,588,63,-98.0464,26.3638
70091,589,63,-98.0096,26.3597
70092,590,63,-97.9729,26.3557
70093,591,63,-97.9362,26.3516
70094,592,63,-97.8995,26.3475
70095,593,63,-97.8628,26.3434
70096,594,63,-97.8261,26.3393
70097,595,63,-97.7895,26.3352
70098,596,63,-97.7528,26.3310
70099,597,63,-97.7161,26.3268
70100,598,63,-97.6795,26.3226
70101,599,63,-97.6428,26.3183
70102,600,63,-97.6061,26.3141
70103,601,63,-97.5695,26.3098
70104,602,63,-97.5329,26.3055
70105,603,63,-97.4962,26.3012
70106,604,63,-97.4596,26.2969
70107,605,63,-97.4230,26.2925
70108,606,63,-97.3864,26.2881
70109,607,63,-97.3498,26.2837
70110,608,63,-97.3132,26.2793
70111,609,63,-97.2766,26.2749
70112,610,63,-97.2400,26.2704
70113,611,63,-97.2034,26.2659
70114,612,63,-97.1668,26.2614
70115,613,63,-97.1302,26.2569
70116,614,63,-97.0937,26.2524
71178,555,64,-99.2573,26.5178
71179,556,64,-99.2204,26.5144
71180,557,64,-99.1835,26.5111
71181,558,64,-99.1466,26.5077
71182,559,64,-99.1097,26.5043
71183,560,64,-99.0728,26.5009
71184,561,64,-99.0359,26.4975
71185,562,64,-98.9990,26.4940
71186,563,64,-98.9622,26.4905
71187,564,64,-98.9253,26.4870
71188,565,64,-98.8884,26.4835
71189,566,64,-98.8516,26.4799
71190,567,64,-98.8147,26.4764
71191,568,64,-98.7778,26.4728
71192,569,64,-98.7410,26.4692
71193,570,64,-98.7041,26.4656
71194,571,64,-98.6673,26.4619
71195,572,64,-98.6305,26.4582
71196,573,64,-98.5936,26.4545
71197,574,64,-98.5568,26.4508
71198,575,64,-98.5200,26.4471
71199,576,64,-98.4832,26.4433
71200,577,64,-98.4464,26.4396
71201,578,64,-98.4096,26.4358
71202,579,64,-98.3728,26.4320
71203,580,64,-98.3360,26.4281
71204,581,64,-98.2992,26.4243
71205,582,64,-98.2624,26.4204
71206,583,64,-98.2257,26.4165
71207,584,64,-98.1889,26.4126
71208,585,64,-98.1521,26.4086
71209,586,64,-98.1154,26.4046
71210,587,64,-98.0786,26.4007
71211,588,64,-98.0419,26.3967
71212,589,64,-98.0051,26.3926
71213,590,64,-97.9684,26.3886
71214,591,64,-97.9317,26.3845
71215,592,64,-97.8950,26.3804
71216,593,64,-97.8582,26.3763
71217,594,64,-97.8215,26.3722
71218,595,64,-97.7848,26.3680
71219,596,64,-97.7481,26.3639
71220,597,64,-97.7114,26.3597
71221,598,64,-97.6747,26.3554
71222,599,64,-97.6381,26.3512
71223,600,64,-97.6014,26.3470
71224,601,64,-97.5647,26.3427
71225,602,64,-97.5281,26.3384
71226,603,64,-97.4914,26.3341
71227,604,64,-97.4548,26.3297
71228,605,64,-97.4181,26.3254
71229,606,64,-97.3815,26.3210
71230,607,64,-97.3448,26.3166
71231,608,64,-97.3082,26.3121
71232,609,64,-97.2716,26.3077
71233,610,64,-97.2350,26.3032
71234,611,64,-97.1984,26.2988
71235,612,64,-97.1618,26.2942
71236,613,64,-97.1252,26.2897
71237,614,64,-97.0886,26.2852
72299,555,65,-99.2536,26.5508
72300,556,65,-99.2167,26.5475
72301,557,65,-99.1798,26.5441
72302,558,65,-99.1428,26.5407
72303,559,65,-99.1059,26.5373
72304,560,65,-99.0690,26.5339
72305,561,65,-99.0321,26.5305
72306,562,65,-98.9952,26.5270
72307,563,65,-98.9583,26.5235
72308,564,65,-98.9214,26.5200
72309,565,65,-98.8845,26.5165
72310,566,65,-98.8476,26.5129
72311,567,65,-98.8107,26.5094
72312,568,65,-98.7738,26.5058
72313,569,65,-98.7369,26.5022
72314,570,65,-98.7001,26.4985
72315,571,65,-98.6632,26.4949
72316,572,65,-98.6264,26.4912
72317,573,65,-98.5895,26.4875
72318,574,65,-98.5527,26.4838
72319,575,65,-98.5158,26.4801
72320,576,65,-98.4790,26.4763
72321,577,65,-98.4422,26.4725
72322,578,65,-98.4053,26.4687
72323,579,65,-98.3685,26.4649
72324,580,65,-98.3317,26.4611
72325,581,65,-98.2949,26.4572
72326,582,65,-98.2581,26.4533
72327,583,65,-98.2213,26.4494
72328,584,65,-98.1845,26.4455
72329,585,65,-98.1477,26.4415
72330,586,65,-98.1109,26.4376
72331,587,65,-98.0742,26.4336
72332,588,65,-98.0374,26.4296
72333,589,65,-98.0006,26.4255
72334,590,65,-97.9639,26.4215
72335,591,65,-97.9271,26.4174
72336,592,65,-97.8904,26.4133
72337,593,65,-97.8536,26.4092
72338,594,65,-97.8169,26.4051
72339,595,65,-97.7802,26.4009
72340,596,65,-97.7434,26.3967
72341,597,65,-97.7067,26.3925
72342,598,65,-97.6700,26.3883
72343,599,65,-97.6333,26.3841
72344,600,65,-97.5966,26.3798
72345,601,65,-97.5599,26.3755
72346,602,65,-97.5232,26.3712
72347,603,65,-97.4866,26.3669
72348,604,65,-97.4499,26.3626
72349,605,65,-97.4132,26.3582
72350,606,65,-97.3766,26.3538
72351,607,65,-97.3399,26.3494
72352,608,65,-97.3033,26.3450
72353,609,65,-97.2666,26.3405
72354,610,65,-97.2300,26.3361
72355,611,65,-97.1934,26.3316
72356,612,65,-97.1567,26.3271
72357,613,65,-97.1201,26.3225
73420,555,66,-99.2499,26.5839
73421,556,66,-99.2129,26.5805
73422,557,66,-99.1760,26.5772
73423,558,66,-99.1390,26.5738
73424,559,66,-99.1021,26.5704
73425,560,66,-99.0651,26.5669
73426,561,66,-99.0282,26.5635
73427,562,66,-98.9913,26.5600
73428,563,66,-98.9544,26.5565
73429,564,66,-98.9174,26.5530
73430,565,66,-98.8805,26.5495
73431,566,66,-98.8436,26.5460
73432,567,66,-98.8067,26.5424
73433,568,66,-98.7698,26.5388
73434,569,66,-98.7329,26.5352
73435,570,66,-98.6960,26.5315
73436,571,66,-98.6591,26.5279
73437,572,66,-98.6222,26.5242
73438,573,66,-98.5854,26.5205
73439,574,66,-98.5485,26.5168
73440,575,66,-98.5116,26.5130
