grib_id,hrap_x,hrap_y
183272,549,164
183273,550,164
183274,551,164
183275,552,164
183276,553,164
183277,554,164
183278,555,164
183279,556,164
183280,557,164
183281,558,164
183282,559,164
183283,560,164
183284,561,164
183285,562,164
183286,563,164
183287,564,164
183288,565,164
183289,566,164
183290,567,164
183291,568,164
183292,569,164
183293,570,164
183294,571,164
183295,572,164
183296,573,164
183297,574,164
183298,575,164
183299,576,164
183300,577,164
183301,578,164
183302,579,164
184358,514,165
184359,515,165
184360,516,165
184361,517,165
184362,518,165
184363,519,165
184364,520,165
184365,521,165
184366,522,165
184367,523,165
184368,524,165
184369,525,165
184370,526,165
184371,527,165
184372,528,165
184373,529,165
184374,530,165
184375,531,165
184376,532,165
184377,533,165
184378,534,165
184379,535,165
184380,536,165
184381,537,165
184382,538,165
184383,539,165
184384,540,165
184385,541,165
184386,542,165
184387,543,165
184388,544,165
184389,545,165
184390,546,165
184391,547,165
184392,548,165
184393,549,165
184394,550,165
184395,551,165
184396,552,165
184397,553,165
184398,554,165
184399,555,165
184400,556,165
184401,557,165
184402,558,165
184403,559,165
184404,560,165
184405,561,165
184406,562,165
184407,563,165
184408,564,165
184409,565,165
184410,566,165
184411,567,165
184412,568,165
184413,569,165
184414,570,165
184415,571,165
184416,572,165
184417,573,165
184418,574,165
184419,575,165
184420,576,165
184421,577,165
184422,578,165
184423,579,165
184424,580,165
185479,514,166
185480,515,166
185481,516,166
185482,517,166
185483,518,166
185484,519,166
185485,520,166
185486,521,166
185487,522,166
185488,523,166
185489,524,166
185490,525,166
185491,526,166
185492,527,166
185493,528,166
185494,529,166
185495,530,166
185496,531,166
185497,532,166
185498,533,166
185499,534,166
185500,535,166
185501,536,166
185502,537,166
185503,538,166
185504,539,166
185505,540,166
185506,541,166
185507,542,166
185508,543,166
185509,544,166
185510,545,166
185511,546,166
185512,547,166
185513,548,166
185514,549,166
185515,550,166
185516,551,166
185517,552,166
185518,553,166
185519,554,166
185520,555,166
185521,556,166
185522,557,166
185523,558,166
185524,559,166
185525,560,166
185526,561,166
185527,562,166
185528,563,166
185529,564,166
185530,565,166
185531,566,166
185532,567,166
185533,568,166
185534,569,166
185535,570,166
185536,571,166
185537,572,166
185538,573,166
185539,574,166
185540,575,166
185541,576,166
185542,577,166
185543,578,166
185544,579,166
185545,580,166
185546,581,166
186600,514,167
186601,515,167
186602,516,167
186603,517,167
186604,518,167
186605,519,167
186606,520,167
186607,521,167
186608,522,167
186609,523,167
186610,524,167
186611,525,167
186612,526,167
186613,527,167
186614,528,167
186615,529,167
186616,530,167
186617,531,167
186618,532,167
186619,533,167
186620,534,167
186621,535,167
186622,536,167
186623,537,167
186624,538,167
186625,539,167
186626,540,167
186627,541,167
